hora,dia,mes,ano,estacion,dia_de_la_semana,asueto,temperatura,sensacion_termica,humedad,velocidad_del_viento,rentas_de_no_registrados,rentas_de_registrados,rentas_totales
23,14,8,2012,3,2,0,29.52,34.09,66,11.0014,53,114,167
0,15,8,2012,3,3,0,28.7,32.575,61,12.998,8,52,60
1,15,8,2012,3,3,0,28.7,32.575,61,0,6,31,37
2,15,8,2012,3,3,0,27.88,31.82,65,0,1,7,8
3,15,8,2012,3,3,0,27.06,31.06,74,7.0015,1,10,11
4,15,8,2012,3,3,0,26.24,28.79,83,7.0015,0,4,4
5,15,8,2012,3,3,0,26.24,29.545,78,7.0015,4,35,39
6,15,8,2012,3,3,0,26.24,29.545,78,7.0015,12,160,172
7,15,8,2012,3,3,0,27.06,31.06,69,12.998,25,467,492
8,15,8,2012,3,3,0,28.7,32.575,65,19.0012,40,642,682
9,15,8,2012,3,3,0,29.52,34.09,62,12.998,57,310,367
10,15,8,2012,3,3,0,29.52,34.09,62,12.998,70,163,233
11,15,8,2012,3,3,0,30.34,34.09,58,12.998,80,155,235
12,15,8,2012,3,3,0,30.34,34.09,55,15.0013,77,230,307
13,15,8,2012,3,3,0,31.98,35.605,49,12.998,88,206,294
14,15,8,2012,3,3,0,31.16,34.85,52,19.9995,94,161,255
15,15,8,2012,3,3,0,31.16,34.85,52,16.9979,70,196,266
16,15,8,2012,3,3,0,31.16,34.09,48,12.998,91,340,431
17,15,8,2012,3,3,0,30.34,34.09,55,19.0012,102,749,851
18,15,8,2012,3,3,0,30.34,33.335,51,15.0013,80,768,848
19,15,8,2012,3,3,0,28.7,32.575,61,8.9981,124,525,649
20,15,8,2012,3,3,0,28.7,32.575,61,8.9981,72,355,427
21,15,8,2012,3,3,0,28.7,32.575,61,12.998,49,266,315
22,15,8,2012,3,3,0,28.7,32.575,61,11.0014,29,197,226
23,15,8,2012,3,3,0,27.88,31.82,65,7.0015,18,120,138
0,16,8,2012,3,4,0,27.06,31.06,69,0,13,63,76
1,16,8,2012,3,4,0,26.24,30.305,73,0,3,18,21
2,16,8,2012,3,4,0,26.24,30.305,69,12.998,0,15,15
3,16,8,2012,3,4,0,25.42,29.545,73,16.9979,0,4,4
4,16,8,2012,3,4,0,25.42,29.545,73,15.0013,2,3,5
5,16,8,2012,3,4,0,24.6,28.79,78,11.0014,7,30,37
6,16,8,2012,3,4,0,24.6,28.79,78,11.0014,3,162,165
7,16,8,2012,3,4,0,26.24,30.305,69,15.0013,16,448,464
8,16,8,2012,3,4,0,27.88,31.82,61,12.998,33,649,682
9,16,8,2012,3,4,0,29.52,33.335,54,7.0015,41,296,337
10,16,8,2012,3,4,0,30.34,33.335,48,8.9981,78,121,199
11,16,8,2012,3,4,0,31.16,33.335,37,6.0032,83,191,274
12,16,8,2012,3,4,0,32.8,34.85,33,7.0015,96,247,343
13,16,8,2012,3,4,0,32.8,34.85,31,15.0013,81,219,300
14,16,8,2012,3,4,0,33.62,35.605,32,0,72,176,248
15,16,8,2012,3,4,0,32.8,34.85,33,16.9979,63,197,260
16,16,8,2012,3,4,0,33.62,35.605,32,15.0013,79,340,419
17,16,8,2012,3,4,0,33.62,36.365,34,12.998,130,767,897
18,16,8,2012,3,4,0,32.8,35.605,36,0,109,723,832
19,16,8,2012,3,4,0,31.16,34.09,40,7.0015,119,558,677
20,16,8,2012,3,4,0,31.16,34.09,40,6.0032,100,414,514
21,16,8,2012,3,4,0,30.34,33.335,48,12.998,83,273,356
22,16,8,2012,3,4,0,29.52,33.335,51,11.0014,69,185,254
23,16,8,2012,3,4,0,28.7,32.575,54,7.0015,58,168,226
0,17,8,2012,3,5,0,27.88,12.12,57,11.0014,21,67,88
1,17,8,2012,3,5,0,27.06,12.12,65,7.0015,16,38,54
2,17,8,2012,3,5,0,27.06,12.12,61,8.9981,4,15,19
3,17,8,2012,3,5,0,26.24,12.12,65,7.0015,0,6,6
4,17,8,2012,3,5,0,26.24,12.12,73,11.0014,0,9,9
5,17,8,2012,3,5,0,26.24,12.12,73,7.0015,2,34,36
6,17,8,2012,3,5,0,25.42,12.12,78,8.9981,6,151,157
7,17,8,2012,3,5,0,26.24,12.12,73,7.0015,11,368,379
8,17,8,2012,3,5,0,27.88,12.12,65,8.9981,43,625,668
9,17,8,2012,3,5,0,28.7,12.12,58,7.0015,58,320,378
10,17,8,2012,3,5,0,30.34,12.12,55,11.0014,82,149,231
11,17,8,2012,3,5,0,31.16,12.12,52,19.0012,98,205,303
12,17,8,2012,3,5,0,33.62,12.12,41,15.0013,110,255,365
13,17,8,2012,3,5,0,34.44,12.12,36,26.0027,103,254,357
14,17,8,2012,3,5,0,35.26,12.12,34,27.9993,128,200,328
15,17,8,2012,3,5,0,35.26,12.12,30,31.0009,127,256,383
16,17,8,2012,3,5,0,34.44,12.12,32,30.0026,116,372,488
17,17,8,2012,3,5,0,33.62,12.12,36,22.0028,144,647,791
18,17,8,2012,3,5,0,33.62,12.12,38,16.9979,108,561,669
19,17,8,2012,3,5,0,30.34,12.12,55,26.0027,88,403,491
20,17,8,2012,3,5,0,29.52,12.12,58,15.0013,97,262,359
21,17,8,2012,3,5,0,27.88,12.12,69,19.9995,57,198,255
22,17,8,2012,3,5,0,27.06,12.12,83,12.998,43,170,213
23,17,8,2012,3,5,0,26.24,12.12,83,15.0013,21,100,121
0,18,8,2012,3,6,0,26.24,28.79,83,15.0013,6,99,105
1,18,8,2012,3,6,0,25.42,27.275,94,11.0014,14,78,92
2,18,8,2012,3,6,0,25.42,28.03,88,11.0014,4,39,43
3,18,8,2012,3,6,0,25.42,28.03,88,12.998,7,23,30
4,18,8,2012,3,6,0,25.42,29.545,73,15.0013,5,8,13
5,18,8,2012,3,6,0,24.6,28.79,78,16.9979,2,7,9
6,18,8,2012,3,6,0,24.6,28.03,83,15.0013,4,23,27
7,18,8,2012,3,6,0,24.6,28.03,83,15.0013,12,52,64
8,18,8,2012,3,6,0,26.24,30.305,69,16.9979,28,161,189
9,18,8,2012,3,6,0,27.06,31.06,65,19.0012,81,211,292
10,18,8,2012,3,6,0,28.7,32.575,54,11.0014,166,314,480
11,18,8,2012,3,6,0,29.52,33.335,51,0,180,356,536
12,18,8,2012,3,6,0,31.16,33.335,37,12.998,266,388,654
13,18,8,2012,3,6,0,30.34,32.575,40,12.998,289,355,644
14,18,8,2012,3,6,0,31.16,33.335,37,19.0012,242,356,598
15,18,8,2012,3,6,0,31.16,33.335,37,15.0013,250,346,596
16,18,8,2012,3,6,0,31.16,33.335,37,16.9979,287,354,641
17,18,8,2012,3,6,0,31.16,33.335,37,15.0013,256,379,635
18,18,8,2012,3,6,0,30.34,32.575,37,11.0014,225,329,554
19,18,8,2012,3,6,0,28.7,31.82,45,11.0014,164,324,488
20,18,8,2012,3,6,0,28.7,31.82,45,7.0015,99,242,341
21,18,8,2012,3,6,0,27.06,31.06,61,0,90,248,338
22,18,8,2012,3,6,0,27.06,31.06,61,0,90,171,261
23,18,8,2012,3,6,0,26.24,30.305,65,6.0032,60,175,235
0,19,8,2012,3,7,0,27.06,31.06,57,6.0032,44,143,187
1,19,8,2012,3,7,0,26.24,30.305,65,0,29,102,131
2,19,8,2012,3,7,0,25.42,30.305,69,6.0032,16,103,119
3,19,8,2012,3,7,0,25.42,30.305,61,11.0014,21,34,55
4,19,8,2012,3,7,0,25.42,30.305,65,11.0014,4,22,26
5,19,8,2012,3,7,0,24.6,29.545,73,8.9981,3,8,11
6,19,8,2012,3,7,0,25.42,30.305,69,7.0015,5,15,20
7,19,8,2012,3,7,0,25.42,30.305,69,8.9981,12,29,41
8,19,8,2012,3,7,0,26.24,30.305,69,7.0015,34,90,124
9,19,8,2012,3,7,0,27.06,31.06,74,0,86,184,270
10,19,8,2012,3,7,0,27.88,31.82,69,0,138,287,425
11,19,8,2012,3,7,0,26.24,29.545,78,11.0014,83,189,272
12,19,8,2012,3,7,0,26.24,30.305,73,0,112,186,298
13,19,8,2012,3,7,0,26.24,28.79,83,8.9981,50,112,162
14,19,8,2012,3,7,0,26.24,30.305,73,0,41,108,149
15,19,8,2012,3,7,0,26.24,30.305,65,0,89,187,276
16,19,8,2012,3,7,0,27.06,31.06,65,0,97,259,356
17,19,8,2012,3,7,0,26.24,29.545,78,7.0015,76,267,343
18,19,8,2012,3,7,0,26.24,29.545,78,7.0015,86,291,377
19,19,8,2012,3,7,0,26.24,30.305,73,8.9981,72,269,341
20,19,8,2012,3,7,0,26.24,30.305,73,12.998,61,213,274
21,19,8,2012,3,7,0,25.42,29.545,78,6.0032,36,154,190
22,19,8,2012,3,7,0,25.42,29.545,78,11.0014,6,50,56
23,19,8,2012,3,7,0,25.42,29.545,73,0,7,39,46
0,1,9,2012,3,6,0,30.34,34.09,62,7.0015,22,146,168
1,1,9,2012,3,6,0,29.52,34.85,74,8.9981,11,68,79
2,1,9,2012,3,6,0,28.7,32.575,70,11.0014,8,61,69
3,1,9,2012,3,6,0,28.7,32.575,70,7.0015,6,29,35
4,1,9,2012,3,6,0,28.7,32.575,70,0,3,9,12
5,1,9,2012,3,6,0,27.88,31.82,79,0,2,20,22
6,1,9,2012,3,6,0,27.88,31.82,79,0,13,23,36
7,1,9,2012,3,6,0,30.34,34.09,58,8.9981,8,58,66
8,1,9,2012,3,6,0,31.16,35.605,58,16.9979,28,134,162
9,1,9,2012,3,6,0,31.16,35.605,58,12.998,62,175,237
10,1,9,2012,3,6,0,31.98,36.365,55,12.998,128,289,417
11,1,9,2012,3,6,0,32.8,37.88,55,15.0013,219,273,492
12,1,9,2012,3,6,0,32.8,37.88,55,11.0014,187,284,471
13,1,9,2012,3,6,0,33.62,38.635,52,6.0032,237,267,504
14,1,9,2012,3,6,0,35.26,39.395,44,11.0014,240,274,514
15,1,9,2012,3,6,0,35.26,39.395,44,19.0012,257,306,563
16,1,9,2012,3,6,0,34.44,39.395,49,11.0014,209,253,462
17,1,9,2012,3,6,0,33.62,38.635,52,0,205,258,463
18,1,9,2012,3,6,0,33.62,38.635,52,0,184,258,442
19,1,9,2012,3,6,0,31.98,37.12,62,0,157,235,392
20,1,9,2012,3,6,0,31.16,36.365,67,16.9979,67,140,207
21,1,9,2012,3,6,0,26.24,28.79,89,0,21,83,104
22,1,9,2012,3,6,0,27.06,29.545,89,0,21,57,78
23,1,9,2012,3,6,0,27.06,29.545,89,6.0032,57,88,145
0,2,9,2012,3,7,0,27.06,29.545,89,6.0032,27,72,99
1,2,9,2012,3,7,0,27.06,29.545,89,0,15,58,73
2,2,9,2012,3,7,0,27.06,29.545,89,0,28,56,84
3,2,9,2012,3,7,0,27.06,29.545,89,6.0032,9,33,42
4,2,9,2012,3,7,0,27.06,29.545,89,0,7,15,22
5,2,9,2012,3,7,0,27.06,29.545,89,0,2,10,12
6,2,9,2012,3,7,0,27.06,29.545,89,0,2,13,15
7,2,9,2012,3,7,0,27.06,29.545,94,6.0032,13,29,42
8,2,9,2012,3,7,0,27.88,31.82,89,6.0032,30,99,129
9,2,9,2012,3,7,0,28.7,33.335,84,0,88,144,232
10,2,9,2012,3,7,0,29.52,34.85,79,0,158,230,388
11,2,9,2012,3,7,0,30.34,34.85,70,0,226,263,489
12,2,9,2012,3,7,0,30.34,34.85,70,0,248,297,545
13,2,9,2012,3,7,0,29.52,34.85,74,6.0032,263,230,493
14,2,9,2012,3,7,0,29.52,34.85,79,6.0032,249,208,457
15,2,9,2012,3,7,0,30.34,35.605,74,8.9981,179,176,355
16,2,9,2012,3,7,0,30.34,34.85,70,0,222,252,474
17,2,9,2012,3,7,0,31.16,36.365,66,6.0032,219,284,503
18,2,9,2012,3,7,0,30.34,35.605,74,0,227,273,500
19,2,9,2012,3,7,0,28.7,33.335,84,15.0013,140,152,292
20,2,9,2012,3,7,0,28.7,33.335,84,11.0014,63,41,104
21,2,9,2012,3,7,0,28.7,32.575,70,11.0014,79,92,171
22,2,9,2012,3,7,0,27.88,31.82,83,8.9981,66,100,166
23,2,9,2012,3,7,0,27.06,29.545,89,6.0032,53,70,123
0,3,9,2012,3,1,1,27.06,29.545,94,0,42,62,104
1,3,9,2012,3,1,1,27.88,31.82,89,11.0014,18,37,55
2,3,9,2012,3,1,1,27.06,29.545,89,7.0015,10,30,40
3,3,9,2012,3,1,1,27.06,29.545,89,8.9981,6,22,28
4,3,9,2012,3,1,1,27.06,29.545,89,6.0032,6,5,11
5,3,9,2012,3,1,1,27.06,29.545,89,0,1,3,4
6,3,9,2012,3,1,1,27.06,29.545,94,0,3,12,15
7,3,9,2012,3,1,1,27.88,31.82,85,0,6,37,43
8,3,9,2012,3,1,1,28.7,33.335,84,7.0015,36,91,127
9,3,9,2012,3,1,1,28.7,33.335,84,8.9981,71,158,229
10,3,9,2012,3,1,1,30.34,35.605,74,15.0013,135,224,359
11,3,9,2012,3,1,1,30.34,34.85,70,19.0012,187,272,459
12,3,9,2012,3,1,1,31.16,35.605,62,19.9995,191,352,543
13,3,9,2012,3,1,1,31.16,36.365,66,16.9979,209,357,566
14,3,9,2012,3,1,1,30.34,34.85,70,19.9995,163,349,512
15,3,9,2012,3,1,1,30.34,34.85,70,15.0013,168,281,449
16,3,9,2012,3,1,1,30.34,34.85,70,15.0013,165,335,500
17,3,9,2012,3,1,1,30.34,34.85,70,8.9981,181,317,498
18,3,9,2012,3,1,1,30.34,34.85,66,11.0014,145,337,482
19,3,9,2012,3,1,1,29.52,34.85,74,12.998,73,301,374
20,3,9,2012,3,1,1,29.52,34.09,76,7.0015,78,183,261
21,3,9,2012,3,1,1,29.52,34.09,76,7.0015,42,142,184
22,3,9,2012,3,1,1,28.7,33.335,84,8.9981,17,104,121
23,3,9,2012,3,1,1,28.7,33.335,84,16.9979,12,58,70
0,4,9,2012,3,2,0,28.7,33.335,84,16.9979,10,19,29
1,4,9,2012,3,2,0,27.88,31.82,82,8.9981,15,9,24
2,4,9,2012,3,2,0,27.88,31.82,82,8.9981,1,4,5
3,4,9,2012,3,2,0,27.06,29.545,89,6.0032,1,9,10
4,4,9,2012,3,2,0,27.06,29.545,89,0,0,8,8
5,4,9,2012,3,2,0,27.06,29.545,89,0,1,37,38
6,4,9,2012,3,2,0,27.88,31.82,89,7.0015,7,165,172
7,4,9,2012,3,2,0,27.88,31.82,89,7.0015,13,480,493
8,4,9,2012,3,2,0,28.7,33.335,84,11.0014,15,617,632
9,4,9,2012,3,2,0,29.52,34.85,79,15.0013,30,293,323
10,4,9,2012,3,2,0,29.52,34.85,74,16.9979,42,130,172
11,4,9,2012,3,2,0,30.34,34.85,70,19.0012,39,159,198
12,4,9,2012,3,2,0,31.16,36.365,70,19.0012,54,233,287
13,4,9,2012,3,2,0,32.8,37.88,55,30.0026,72,203,275
14,4,9,2012,3,2,0,32.8,37.88,55,27.9993,72,202,274
15,4,9,2012,3,2,0,32.8,38.635,59,31.0009,68,224,292
16,4,9,2012,3,2,0,31.16,36.365,70,27.9993,61,397,458
17,4,9,2012,3,2,0,31.16,36.365,70,23.9994,110,746,856
18,4,9,2012,3,2,0,31.16,37.12,75,15.0013,94,745,839
19,4,9,2012,3,2,0,31.16,36.365,70,15.0013,50,502,552
20,4,9,2012,3,2,0,30.34,34.85,70,16.9979,47,338,385
21,4,9,2012,3,2,0,30.34,35.605,74,16.9979,28,240,268
22,4,9,2012,3,2,0,30.34,34.85,70,19.0012,25,154,179
23,4,9,2012,3,2,0,29.52,34.85,74,19.9995,12,83,95
0,5,9,2012,3,3,0,29.52,34.85,74,16.9979,10,27,37
1,5,9,2012,3,3,0,28.7,33.335,84,12.998,2,11,13
2,5,9,2012,3,3,0,28.7,33.335,84,12.998,0,9,9
3,5,9,2012,3,3,0,28.7,33.335,79,19.0012,0,4,4
4,5,9,2012,3,3,0,28.7,33.335,79,19.0012,2,3,5
5,5,9,2012,3,3,0,28.7,33.335,79,19.9995,1,39,40
6,5,9,2012,3,3,0,28.7,33.335,79,19.0012,7,203,210
7,5,9,2012,3,3,0,28.7,33.335,79,16.9979,11,489,500
8,5,9,2012,3,3,0,29.52,34.85,74,12.998,33,692,725
9,5,9,2012,3,3,0,30.34,34.85,70,16.9979,27,263,290
10,5,9,2012,3,3,0,31.16,36.365,70,11.0014,54,181,235
11,5,9,2012,3,3,0,31.98,37.12,62,11.0014,61,156,217
12,5,9,2012,3,3,0,31.98,38.635,70,7.0015,49,217,266
13,5,9,2012,3,3,0,32.8,39.395,63,11.0014,50,184,234
14,5,9,2012,3,3,0,33.62,39.395,56,7.0015,34,177,211
15,5,9,2012,3,3,0,31.98,38.635,70,12.998,41,204,245
16,5,9,2012,3,3,0,31.16,36.365,70,16.9979,86,344,430
17,5,9,2012,3,3,0,31.16,36.365,66,16.9979,83,780,863
18,5,9,2012,3,3,0,31.16,37.12,75,12.998,82,757,839
19,5,9,2012,3,3,0,30.34,34.85,70,11.0014,64,598,662
20,5,9,2012,3,3,0,29.52,35.605,84,11.0014,55,357,412
21,5,9,2012,3,3,0,29.52,34.85,79,0,18,278,296
22,5,9,2012,3,3,0,29.52,34.85,79,0,38,181,219
23,5,9,2012,3,3,0,28.7,33.335,84,6.0032,24,126,150
0,6,9,2012,3,4,0,28.7,33.335,84,6.0032,30,35,65
1,6,9,2012,3,4,0,28.7,33.335,84,0,2,16,18
2,6,9,2012,3,4,0,29.52,34.85,79,0,1,7,8
3,6,9,2012,3,4,0,28.7,33.335,84,7.0015,0,9,9
4,6,9,2012,3,4,0,28.7,33.335,84,6.0032,0,8,8
5,6,9,2012,3,4,0,28.7,33.335,84,12.998,3,35,38
6,6,9,2012,3,4,0,28.7,33.335,84,6.0032,11,189,200
7,6,9,2012,3,4,0,28.7,33.335,84,7.0015,21,461,482
8,6,9,2012,3,4,0,28.7,33.335,79,0,24,622,646
9,6,9,2012,3,4,0,27.06,29.545,94,8.9981,8,115,123
10,6,9,2012,3,4,0,27.06,29.545,94,8.9981,9,40,49
11,6,9,2012,3,4,0,28.7,33.335,84,11.0014,10,52,62
12,6,9,2012,3,4,0,29.52,34.85,79,15.0013,11,126,137
13,6,9,2012,3,4,0,29.52,34.85,79,7.0015,39,152,191
14,6,9,2012,3,4,0,30.34,35.605,74,6.0032,38,178,216
15,6,9,2012,3,4,0,30.34,34.85,66,12.998,42,228,270
16,6,9,2012,3,4,0,30.34,34.85,70,15.0013,42,374,416
17,6,9,2012,3,4,0,30.34,34.85,70,16.9979,67,741,808
18,6,9,2012,3,4,0,29.52,34.09,70,16.9979,74,761,835
19,6,9,2012,3,4,0,27.88,31.82,74,16.9979,54,504,558
20,6,9,2012,3,4,0,27.06,30.305,78,15.0013,50,356,406
21,6,9,2012,3,4,0,26.24,28.79,89,11.0014,32,240,272
22,6,9,2012,3,4,0,26.24,28.79,89,11.0014,24,193,217
23,6,9,2012,3,4,0,26.24,28.79,89,11.0014,19,150,169
0,7,9,2012,3,5,0,26.24,28.79,89,8.9981,17,79,96
1,7,9,2012,3,5,0,25.42,28.03,88,7.0015,10,19,29
2,7,9,2012,3,5,0,25.42,28.79,83,6.0032,1,10,11
3,7,9,2012,3,5,0,25.42,28.79,83,6.0032,0,9,9
4,7,9,2012,3,5,0,25.42,28.03,88,0,1,7,8
5,7,9,2012,3,5,0,25.42,28.03,88,0,1,39,40
6,7,9,2012,3,5,0,25.42,28.03,88,7.0015,5,135,140
7,7,9,2012,3,5,0,26.24,28.79,89,7.0015,21,465,486
8,7,9,2012,3,5,0,27.06,30.305,83,7.0015,29,690,719
9,7,9,2012,3,5,0,28.7,33.335,79,8.9981,33,311,344
10,7,9,2012,3,5,0,29.52,34.85,74,8.9981,53,171,224
11,7,9,2012,3,5,0,31.16,35.605,62,8.9981,81,215,296
12,7,9,2012,3,5,0,31.98,37.12,59,11.0014,76,247,323
13,7,9,2012,3,5,0,32.8,38.635,59,16.9979,71,283,354
14,7,9,2012,3,5,0,32.8,38.635,59,16.9979,66,187,253
15,7,9,2012,3,5,0,32.8,37.88,55,16.9979,66,265,331
16,7,9,2012,3,5,0,32.8,37.88,55,19.0012,75,395,470
17,7,9,2012,3,5,0,31.98,37.12,59,22.0028,88,684,772
18,7,9,2012,3,5,0,31.16,35.605,62,19.9995,95,697,792
19,7,9,2012,3,5,0,30.34,34.09,62,19.0012,70,498,568
20,7,9,2012,3,5,0,29.52,34.09,66,15.0013,51,340,391
21,7,9,2012,3,5,0,28.7,33.335,74,11.0014,55,246,301
22,7,9,2012,3,5,0,28.7,33.335,74,15.0013,52,247,299
23,7,9,2012,3,5,0,27.06,29.545,89,16.9979,28,220,248
0,8,9,2012,3,6,0,27.06,29.545,89,16.9979,20,130,150
1,8,9,2012,3,6,0,27.06,29.545,89,19.0012,10,107,117
2,8,9,2012,3,6,0,27.06,29.545,89,22.0028,9,68,77
3,8,9,2012,3,6,0,27.06,29.545,89,15.0013,3,40,43
4,8,9,2012,3,6,0,27.06,29.545,94,15.0013,3,8,11
5,8,9,2012,3,6,0,27.06,29.545,94,16.9979,2,13,15
6,8,9,2012,3,6,0,27.06,29.545,89,19.0012,8,26,34
7,8,9,2012,3,6,0,27.06,29.545,89,19.0012,11,71,82
8,8,9,2012,3,6,0,28.7,33.335,79,22.0028,33,197,230
9,8,9,2012,3,6,0,28.7,33.335,74,26.0027,87,261,348
10,8,9,2012,3,6,0,30.34,34.85,70,26.0027,100,322,422
11,8,9,2012,3,6,0,31.16,35.605,62,30.0026,173,405,578
12,8,9,2012,3,6,0,32.8,37.88,55,32.9975,220,474,694
13,8,9,2012,3,6,0,33.62,38.635,52,35.0008,233,435,668
14,8,9,2012,3,6,0,33.62,38.635,52,30.0026,260,366,626
15,8,9,2012,3,6,0,22.96,26.515,88,16.9979,175,337,512
16,8,9,2012,3,6,0,22.96,26.515,88,12.998,19,95,114
17,8,9,2012,3,6,0,23.78,27.275,83,12.998,52,119,171
18,8,9,2012,3,6,0,23.78,27.275,83,8.9981,27,140,167
19,8,9,2012,3,6,0,23.78,27.275,88,7.0015,28,187,215
20,8,9,2012,3,6,0,23.78,27.275,88,6.0032,28,166,194
21,8,9,2012,3,6,0,24.6,28.03,83,11.0014,26,155,181
22,8,9,2012,3,6,0,23.78,27.275,78,19.9995,18,176,194
23,8,9,2012,3,6,0,23.78,27.275,73,11.0014,12,121,133
0,9,9,2012,3,7,0,22.96,26.515,73,12.998,18,106,124
1,9,9,2012,3,7,0,22.96,26.515,73,15.0013,20,104,124
2,9,9,2012,3,7,0,22.14,25.76,77,19.0012,15,81,96
3,9,9,2012,3,7,0,22.14,25.76,73,15.0013,14,32,46
4,9,9,2012,3,7,0,21.32,25,77,16.9979,12,16,28
5,9,9,2012,3,7,0,21.32,25,77,12.998,16,39,55
6,9,9,2012,3,7,0,21.32,25,77,12.998,11,24,35
7,9,9,2012,3,7,0,22.14,25.76,73,11.0014,20,50,70
8,9,9,2012,3,7,0,23.78,27.275,68,15.0013,27,143,170
9,9,9,2012,3,7,0,25.42,30.305,61,16.9979,85,214,299
10,9,9,2012,3,7,0,26.24,31.06,57,19.9995,172,323,495
11,9,9,2012,3,7,0,27.06,31.06,47,16.9979,194,391,585
12,9,9,2012,3,7,0,27.06,31.06,47,0,247,510,757
13,9,9,2012,3,7,0,27.88,31.82,39,0,238,491,729
14,9,9,2012,3,7,0,29.52,32.575,30,19.0012,232,415,647
15,9,9,2012,3,7,0,29.52,32.575,32,16.9979,284,412,696
16,9,9,2012,3,7,0,27.88,31.82,36,19.0012,228,473,701
17,9,9,2012,3,7,0,28.7,31.82,37,16.9979,213,458,671
18,9,9,2012,3,7,0,27.06,31.06,36,16.9979,156,404,560
19,9,9,2012,3,7,0,27.06,31.06,36,16.9979,134,362,496
20,9,9,2012,3,7,0,25.42,31.06,41,19.0012,91,265,356
21,9,9,2012,3,7,0,24.6,31.06,46,15.0013,57,149,206
22,9,9,2012,3,7,0,23.78,27.275,49,16.9979,64,125,189
23,9,9,2012,3,7,0,22.96,26.515,52,19.0012,22,70,92
0,10,9,2012,3,1,0,22.96,26.515,52,19.0012,6,35,41
1,10,9,2012,3,1,0,22.14,25.76,60,12.998,7,11,18
2,10,9,2012,3,1,0,22.14,25.76,60,23.9994,11,6,17
3,10,9,2012,3,1,0,21.32,25,68,19.0012,5,7,12
4,10,9,2012,3,1,0,21.32,25,68,19.0012,1,4,5
5,10,9,2012,3,1,0,20.5,24.24,72,16.9979,4,36,40
6,10,9,2012,3,1,0,20.5,24.24,72,8.9981,8,172,180
7,10,9,2012,3,1,0,21.32,25,68,15.0013,20,427,447
8,10,9,2012,3,1,0,22.96,26.515,60,19.0012,33,697,730
9,10,9,2012,3,1,0,24.6,31.06,53,19.9995,40,321,361
10,10,9,2012,3,1,0,25.42,31.06,50,19.0012,42,168,210
11,10,9,2012,3,1,0,25.42,31.06,43,19.9995,69,167,236
12,10,9,2012,3,1,0,26.24,31.06,44,26.0027,76,256,332
13,10,9,2012,3,1,0,26.24,31.06,38,15.0013,72,251,323
14,10,9,2012,3,1,0,27.06,31.06,36,19.0012,107,233,340
15,10,9,2012,3,1,0,27.06,31.06,31,26.0027,115,231,346
16,10,9,2012,3,1,0,27.06,31.06,34,22.0028,108,380,488
17,10,9,2012,3,1,0,27.06,31.06,34,22.0028,127,744,871
18,10,9,2012,3,1,0,25.42,31.06,35,19.9995,111,857,968
19,10,9,2012,3,1,0,25.42,31.06,38,19.9995,71,562,633
20,10,9,2012,3,1,0,24.6,31.06,40,12.998,34,356,390
21,10,9,2012,3,1,0,22.96,26.515,49,11.0014,29,256,285
22,10,9,2012,3,1,0,22.14,25.76,52,8.9981,15,144,159
23,10,9,2012,3,1,0,22.14,25.76,52,0,7,86,93
0,11,9,2012,3,2,0,21.32,25,59,7.0015,5,27,32
1,11,9,2012,3,2,0,20.5,24.24,63,0,0,10,10
2,11,9,2012,3,2,0,19.68,23.485,77,11.0014,1,5,6
3,11,9,2012,3,2,0,19.68,23.485,67,8.9981,1,7,8
4,11,9,2012,3,2,0,19.68,23.485,72,7.0015,1,8,9
5,11,9,2012,3,2,0,18.86,22.725,72,6.0032,3,41,44
6,11,9,2012,3,2,0,18.86,22.725,77,7.0015,11,200,211
7,11,9,2012,3,2,0,20.5,24.24,72,7.0015,24,572,596
8,11,9,2012,3,2,0,22.14,25.76,68,6.0032,48,702,750
9,11,9,2012,3,2,0,24.6,31.06,49,0,35,323,358
10,11,9,2012,3,2,0,25.42,31.06,38,0,54,142,196
11,11,9,2012,3,2,0,26.24,31.06,33,6.0032,60,187,247
12,11,9,2012,3,2,0,26.24,31.06,33,0,62,254,316
13,11,9,2012,3,2,0,27.06,31.06,29,6.0032,72,256,328
14,11,9,2012,3,2,0,27.88,31.06,30,6.0032,74,181,255
15,11,9,2012,3,2,0,28.7,31.82,28,7.0015,73,253,326
16,11,9,2012,3,2,0,28.7,31.82,28,8.9981,99,437,536
17,11,9,2012,3,2,0,28.7,31.82,28,0,168,802,970
18,11,9,2012,3,2,0,26.24,31.06,36,11.0014,110,767,877
19,11,9,2012,3,2,0,25.42,31.06,41,12.998,56,540,596
20,11,9,2012,3,2,0,23.78,27.275,56,8.9981,40,421,461
21,11,9,2012,3,2,0,22.96,26.515,60,7.0015,28,282,310
22,11,9,2012,3,2,0,22.96,26.515,64,7.0015,27,189,216
23,11,9,2012,3,2,0,22.14,25.76,68,7.0015,18,91,109
0,12,9,2012,3,3,0,21.32,25,72,7.0015,8,41,49
1,12,9,2012,3,3,0,21.32,25,72,7.0015,2,19,21
2,12,9,2012,3,3,0,21.32,25,72,6.0032,2,9,11
3,12,9,2012,3,3,0,20.5,24.24,77,6.0032,0,7,7
4,12,9,2012,3,3,0,20.5,24.24,72,6.0032,0,5,5
5,12,9,2012,3,3,0,20.5,24.24,72,6.0032,4,44,48
6,12,9,2012,3,3,0,20.5,24.24,72,6.0032,6,199,205
